username,timestamp,content,retweets,likes,replies,mentions,hashtags,content_length,total_engagement
user_150,2025-08-30 23:27:20+00:00,This is a sample tweet about Indian stock market #nifty50,786,337,335,"user_339, user_138, user_432","#nifty50, #sensex",57,1458
user_394,2025-08-30 23:26:36+00:00,This is a sample tweet about Indian stock market #intraday,230,1053,391,,"#intraday, #sensex, #banknifty",58,1674
user_339,2025-08-30 23:25:32+00:00,This is a sample tweet about Indian stock market #intraday,448,1321,357,"user_306, user_375",#nifty50,58,2126
user_238,2025-08-30 23:24:56+00:00,This is a sample tweet about Indian stock market #intraday,815,1111,124,user_98,#nifty50,58,2050
user_239,2025-08-30 23:24:26+00:00,This is a sample tweet about Indian stock market #intraday,831,80,171,"user_210, user_188","#intraday, #nifty50, #banknifty",58,1082
user_375,2025-08-30 23:23:47+00:00,This is a sample tweet about Indian stock market #banknifty,902,1015,342,"user_476, user_289","#intraday, #banknifty, #nifty50",59,2259
user_213,2025-08-30 23:23:45+00:00,This is a sample tweet about Indian stock market #sensex,728,1593,387,user_81,"#sensex, #banknifty",56,2708
user_385,2025-08-30 23:23:33+00:00,This is a sample tweet about Indian stock market #banknifty,850,2805,227,"user_99, user_16, user_493","#banknifty, #sensex",59,3882
user_490,2025-08-30 23:21:42+00:00,This is a sample tweet about Indian stock market #sensex,973,1907,74,,#intraday,56,2954
user_351,2025-08-30 23:20:32+00:00,This is a sample tweet about Indian stock market #sensex,676,1468,188,"user_221, user_181, user_270",#nifty50,56,2332
user_154,2025-08-30 23:20:07+00:00,This is a sample tweet about Indian stock market #sensex,637,1097,25,,#nifty50,56,1759
user_326,2025-08-30 23:19:30+00:00,This is a sample tweet about Indian stock market #banknifty,130,2987,148,"user_367, user_189","#banknifty, #intraday, #sensex",59,3265
user_422,2025-08-30 23:19:22+00:00,This is a sample tweet about Indian stock market #banknifty,27,66,255,"user_81, user_57","#intraday, #banknifty",59,348
user_139,2025-08-30 23:18:50+00:00,This is a sample tweet about Indian stock market #intraday,979,2027,30,,#banknifty,58,3036
user_499,2025-08-30 23:17:35+00:00,This is a sample tweet about Indian stock market #sensex,563,1137,334,"user_142, user_27, user_255","#intraday, #banknifty",56,2034
user_311,2025-08-30 23:17:34+00:00,This is a sample tweet about Indian stock market #intraday,335,686,88,"user_436, user_481","#sensex, #nifty50, #intraday",58,1109
user_141,2025-08-30 23:16:23+00:00,This is a sample tweet about Indian stock market #nifty50,258,764,465,user_149,"#banknifty, #nifty50, #intraday",57,1487
user_440,2025-08-30 23:15:59+00:00,This is a sample tweet about Indian stock market #banknifty,913,2270,408,,"#nifty50, #banknifty",59,3591
user_235,2025-08-30 23:15:58+00:00,This is a sample tweet about Indian stock market #sensex,206,1367,361,"user_412, user_99, user_177","#sensex, #intraday, #banknifty",56,1934
user_351,2025-08-30 23:15:50+00:00,This is a sample tweet about Indian stock market #banknifty,192,145,45,"user_95, user_392, user_244","#nifty50, #intraday, #banknifty",59,382
user_110,2025-08-30 23:15:17+00:00,This is a sample tweet about Indian stock market #nifty50,520,614,364,"user_213, user_309, user_309","#nifty50, #sensex",57,1498
user_153,2025-08-30 23:15:07+00:00,This is a sample tweet about Indian stock market #intraday,879,1703,472,"user_316, user_231, user_277","#banknifty, #nifty50, #intraday",58,3054
user_338,2025-08-30 23:14:39+00:00,This is a sample tweet about Indian stock market #nifty50,539,1639,89,user_3,#banknifty,57,2267
user_262,2025-08-30 23:14:26+00:00,This is a sample tweet about Indian stock market #banknifty,731,2650,85,"user_257, user_421","#banknifty, #sensex",59,3466
user_171,2025-08-30 23:13:57+00:00,This is a sample tweet about Indian stock market #nifty50,551,1679,39,"user_140, user_425",#sensex,57,2269
user_115,2025-08-30 23:12:44+00:00,This is a sample tweet about Indian stock market #sensex,206,2241,180,"user_447, user_480","#sensex, #intraday, #banknifty",56,2627
user_87,2025-08-30 23:11:56+00:00,This is a sample tweet about Indian stock market #banknifty,887,1297,153,user_126,"#sensex, #nifty50, #intraday",59,2337
user_79,2025-08-30 23:11:10+00:00,This is a sample tweet about Indian stock market #intraday,91,549,447,user_72,"#nifty50, #banknifty",58,1087
user_18,2025-08-30 23:06:37+00:00,This is a sample tweet about Indian stock market #intraday,274,2243,87,user_468,"#intraday, #sensex, #banknifty",58,2604
user_119,2025-08-30 23:06:19+00:00,This is a sample tweet about Indian stock market #nifty50,214,678,297,,"#sensex, #banknifty, #intraday",57,1189
user_213,2025-08-30 23:03:14+00:00,This is a sample tweet about Indian stock market #banknifty,908,2066,198,,"#sensex, #intraday, #banknifty",59,3172
user_65,2025-08-30 23:03:01+00:00,This is a sample tweet about Indian stock market #banknifty,994,251,428,"user_362, user_474, user_436","#banknifty, #sensex",59,1673
user_497,2025-08-30 23:02:21+00:00,This is a sample tweet about Indian stock market #nifty50,296,515,188,,"#banknifty, #nifty50",57,999
user_305,2025-08-30 22:59:48+00:00,This is a sample tweet about Indian stock market #intraday,18,1629,474,"user_473, user_88","#sensex, #nifty50",58,2121
user_414,2025-08-30 22:57:47+00:00,This is a sample tweet about Indian stock market #banknifty,605,1348,51,"user_409, user_186",#sensex,59,2004
user_325,2025-08-30 22:56:34+00:00,This is a sample tweet about Indian stock market #intraday,315,2202,26,"user_26, user_427",#sensex,58,2543
user_257,2025-08-30 22:56:25+00:00,This is a sample tweet about Indian stock market #intraday,741,938,129,"user_132, user_154","#intraday, #banknifty, #nifty50",58,1808
user_335,2025-08-30 22:56:25+00:00,This is a sample tweet about Indian stock market #sensex,609,94,281,"user_52, user_245",#intraday,56,984
user_484,2025-08-30 22:55:58+00:00,This is a sample tweet about Indian stock market #sensex,427,2965,470,"user_51, user_427",#banknifty,56,3862
user_248,2025-08-30 22:55:50+00:00,This is a sample tweet about Indian stock market #nifty50,146,2211,100,user_250,"#sensex, #banknifty",57,2457
user_305,2025-08-30 22:55:05+00:00,This is a sample tweet about Indian stock market #nifty50,845,1767,382,,#banknifty,57,2994
user_176,2025-08-30 22:54:46+00:00,This is a sample tweet about Indian stock market #nifty50,925,388,457,user_467,#nifty50,57,1770
user_34,2025-08-30 22:53:33+00:00,This is a sample tweet about Indian stock market #banknifty,130,2687,168,"user_256, user_362, user_37","#intraday, #sensex, #nifty50",59,2985
user_338,2025-08-30 22:53:20+00:00,This is a sample tweet about Indian stock market #sensex,302,1760,489,"user_238, user_173","#nifty50, #banknifty, #sensex",56,2551
user_303,2025-08-30 22:52:39+00:00,This is a sample tweet about Indian stock market #intraday,447,2200,223,,"#intraday, #nifty50, #banknifty",58,2870
user_69,2025-08-30 22:51:49+00:00,This is a sample tweet about Indian stock market #sensex,287,901,164,"user_440, user_446","#sensex, #intraday",56,1352
user_134,2025-08-30 22:51:44+00:00,This is a sample tweet about Indian stock market #intraday,306,2693,412,"user_217, user_185, user_137",#nifty50,58,3411
user_437,2025-08-30 22:50:31+00:00,This is a sample tweet about Indian stock market #sensex,768,1150,261,"user_453, user_196","#banknifty, #intraday",56,2179
user_426,2025-08-30 22:50:08+00:00,This is a sample tweet about Indian stock market #nifty50,722,1208,153,"user_489, user_90, user_135","#nifty50, #intraday",57,2083
user_68,2025-08-30 22:49:54+00:00,This is a sample tweet about Indian stock market #nifty50,358,1066,15,"user_205, user_201","#intraday, #nifty50, #banknifty",57,1439
user_355,2025-08-30 22:48:21+00:00,This is a sample tweet about Indian stock market #nifty50,315,1515,218,"user_422, user_405","#sensex, #intraday, #nifty50",57,2048
user_26,2025-08-30 22:47:18+00:00,This is a sample tweet about Indian stock market #intraday,728,1910,215,user_284,"#banknifty, #nifty50",58,2853
user_151,2025-08-30 22:47:09+00:00,This is a sample tweet about Indian stock market #intraday,207,2540,5,"user_220, user_244",#nifty50,58,2752
user_216,2025-08-30 22:46:04+00:00,This is a sample tweet about Indian stock market #intraday,645,61,140,,#nifty50,58,846
user_59,2025-08-30 22:45:56+00:00,This is a sample tweet about Indian stock market #sensex,782,1304,477,,"#intraday, #nifty50, #banknifty",56,2563
user_447,2025-08-30 22:45:35+00:00,This is a sample tweet about Indian stock market #nifty50,185,2296,244,"user_156, user_492",#nifty50,57,2725
user_254,2025-08-30 22:45:34+00:00,This is a sample tweet about Indian stock market #nifty50,467,2985,35,"user_165, user_232, user_452","#sensex, #intraday, #banknifty",57,3487
user_100,2025-08-30 22:44:58+00:00,This is a sample tweet about Indian stock market #banknifty,451,1539,493,"user_472, user_334",#intraday,59,2483
user_102,2025-08-30 22:42:02+00:00,This is a sample tweet about Indian stock market #intraday,838,1124,417,user_398,"#intraday, #sensex",58,2379
user_157,2025-08-30 22:41:44+00:00,This is a sample tweet about Indian stock market #sensex,996,163,414,,"#sensex, #nifty50",56,1573
user_176,2025-08-30 22:39:34+00:00,This is a sample tweet about Indian stock market #banknifty,773,1930,153,"user_476, user_394",#nifty50,59,2856
user_443,2025-08-30 22:39:03+00:00,This is a sample tweet about Indian stock market #sensex,16,645,74,"user_279, user_332, user_426","#nifty50, #intraday, #sensex",56,735
user_94,2025-08-30 22:38:17+00:00,This is a sample tweet about Indian stock market #banknifty,806,2969,12,"user_149, user_417, user_167","#banknifty, #nifty50",59,3787
user_135,2025-08-30 22:38:09+00:00,This is a sample tweet about Indian stock market #banknifty,186,1272,472,"user_301, user_476, user_31",#banknifty,59,1930
user_255,2025-08-30 22:37:43+00:00,This is a sample tweet about Indian stock market #nifty50,609,2038,17,,"#intraday, #banknifty",57,2664
user_24,2025-08-30 22:37:34+00:00,This is a sample tweet about Indian stock market #sensex,669,163,82,"user_403, user_103, user_119","#banknifty, #nifty50",56,914
user_196,2025-08-30 22:37:12+00:00,This is a sample tweet about Indian stock market #intraday,534,2399,264,,"#sensex, #intraday",58,3197
user_478,2025-08-30 22:36:58+00:00,This is a sample tweet about Indian stock market #nifty50,380,1639,223,"user_243, user_361",#banknifty,57,2242
user_372,2025-08-30 22:36:20+00:00,This is a sample tweet about Indian stock market #banknifty,725,1144,462,"user_152, user_241","#nifty50, #intraday",59,2331
user_24,2025-08-30 22:34:56+00:00,This is a sample tweet about Indian stock market #intraday,75,2346,482,"user_133, user_436","#sensex, #nifty50",58,2903
user_289,2025-08-30 22:34:18+00:00,This is a sample tweet about Indian stock market #nifty50,928,901,226,,#intraday,57,2055
user_120,2025-08-30 22:33:59+00:00,This is a sample tweet about Indian stock market #intraday,835,1672,250,"user_249, user_347, user_260","#intraday, #sensex, #nifty50",58,2757
user_303,2025-08-30 22:33:22+00:00,This is a sample tweet about Indian stock market #sensex,866,776,177,"user_31, user_394, user_427","#nifty50, #banknifty, #intraday",56,1819
user_152,2025-08-30 22:32:53+00:00,This is a sample tweet about Indian stock market #intraday,755,2458,139,,"#nifty50, #intraday, #sensex",58,3352
user_8,2025-08-30 22:30:52+00:00,This is a sample tweet about Indian stock market #nifty50,96,2880,2,,"#intraday, #banknifty",57,2978
user_82,2025-08-30 22:30:26+00:00,This is a sample tweet about Indian stock market #sensex,344,1216,483,user_409,"#banknifty, #nifty50, #sensex",56,2043
user_260,2025-08-30 22:27:46+00:00,This is a sample tweet about Indian stock market #banknifty,416,1113,264,"user_170, user_453, user_28","#banknifty, #nifty50, #intraday",59,1793
user_427,2025-08-30 22:26:37+00:00,This is a sample tweet about Indian stock market #banknifty,408,1330,85,"user_487, user_407","#banknifty, #sensex, #nifty50",59,1823
user_400,2025-08-30 22:26:25+00:00,This is a sample tweet about Indian stock market #nifty50,634,785,44,"user_362, user_176, user_170",#intraday,57,1463
user_54,2025-08-30 22:24:51+00:00,This is a sample tweet about Indian stock market #banknifty,546,2397,13,"user_333, user_304",#intraday,59,2956
user_392,2025-08-30 22:24:45+00:00,This is a sample tweet about Indian stock market #nifty50,596,2223,113,user_281,"#nifty50, #banknifty",57,2932
user_195,2025-08-30 22:24:30+00:00,This is a sample tweet about Indian stock market #banknifty,645,2456,308,user_167,"#banknifty, #sensex, #nifty50",59,3409
user_62,2025-08-30 22:24:21+00:00,This is a sample tweet about Indian stock market #banknifty,43,2849,181,user_162,#intraday,59,3073
user_361,2025-08-30 22:23:26+00:00,This is a sample tweet about Indian stock market #intraday,598,1045,470,user_256,"#intraday, #banknifty",58,2113
user_245,2025-08-30 22:23:09+00:00,This is a sample tweet about Indian stock market #banknifty,5,1058,255,"user_392, user_263","#sensex, #intraday, #nifty50",59,1318
user_126,2025-08-30 22:22:56+00:00,This is a sample tweet about Indian stock market #sensex,969,1799,288,"user_277, user_387, user_439","#banknifty, #sensex",56,3056
user_377,2025-08-30 22:22:13+00:00,This is a sample tweet about Indian stock market #nifty50,659,2457,313,"user_293, user_481, user_89","#nifty50, #banknifty",57,3429
user_71,2025-08-30 22:21:39+00:00,This is a sample tweet about Indian stock market #intraday,789,701,197,user_431,#nifty50,58,1687
user_323,2025-08-30 22:21:28+00:00,This is a sample tweet about Indian stock market #banknifty,195,2480,250,,"#sensex, #banknifty, #intraday",59,2925
user_196,2025-08-30 22:20:04+00:00,This is a sample tweet about Indian stock market #intraday,704,493,94,user_432,"#banknifty, #sensex",58,1291
user_148,2025-08-30 22:18:44+00:00,This is a sample tweet about Indian stock market #nifty50,204,507,24,,#intraday,57,735
user_246,2025-08-30 22:18:19+00:00,This is a sample tweet about Indian stock market #sensex,762,2607,331,"user_413, user_222, user_346",#banknifty,56,3700
user_49,2025-08-30 22:18:17+00:00,This is a sample tweet about Indian stock market #sensex,221,706,369,user_445,"#banknifty, #nifty50, #sensex",56,1296
user_168,2025-08-30 22:17:56+00:00,This is a sample tweet about Indian stock market #sensex,206,1938,336,,"#intraday, #sensex, #banknifty",56,2480
user_75,2025-08-30 22:17:45+00:00,This is a sample tweet about Indian stock market #sensex,511,1750,196,"user_102, user_434, user_440","#banknifty, #sensex, #nifty50",56,2457
user_167,2025-08-30 22:17:34+00:00,This is a sample tweet about Indian stock market #banknifty,12,1785,44,"user_163, user_392, user_416",#banknifty,59,1841
user_375,2025-08-30 22:17:28+00:00,This is a sample tweet about Indian stock market #sensex,329,2521,443,"user_102, user_167, user_488","#banknifty, #sensex, #intraday",56,3293
user_191,2025-08-30 22:16:09+00:00,This is a sample tweet about Indian stock market #banknifty,269,545,268,,#banknifty,59,1082
user_257,2025-08-30 22:16:05+00:00,This is a sample tweet about Indian stock market #intraday,225,504,366,user_149,"#intraday, #banknifty, #sensex",58,1095
user_221,2025-08-30 22:15:22+00:00,This is a sample tweet about Indian stock market #banknifty,328,1121,493,"user_471, user_163","#sensex, #banknifty, #intraday",59,1942
user_102,2025-08-30 22:15:14+00:00,This is a sample tweet about Indian stock market #intraday,828,356,478,"user_421, user_146","#nifty50, #banknifty, #intraday",58,1662
user_225,2025-08-30 22:14:53+00:00,This is a sample tweet about Indian stock market #banknifty,308,2651,402,"user_314, user_452, user_204","#nifty50, #intraday, #sensex",59,3361
